qubit, time(s), standardDev, maxDelta, minDelta
0, 0.75586160, 0.01358235, 0.04790536, 0.02462658
1, 0.76327896, 0.00024959, 0.00042391, 0.00053883
2, 0.75782293, 0.00039791, 0.00057107, 0.00086683
3, 0.75692194, 0.00326683, 0.00201113, 0.01409595
4, 0.75747652, 0.00291556, 0.00150137, 0.01254745
5, 0.75747391, 0.00304702, 0.00103096, 0.01324793
6, 0.75451471, 0.00039175, 0.00065826, 0.00060059
7, 0.76816894, 0.00445572, 0.00233816, 0.01339294
8, 0.75971581, 0.00640751, 0.00409411, 0.01271869
9, 0.74948796, 0.00301844, 0.00131384, 0.01311382
10, 0.74147053, 0.00340166, 0.00181346, 0.01469750
11, 0.74997010, 0.00565151, 0.00405107, 0.01208820
12, 0.74990509, 0.00432481, 0.00227501, 0.01496718
13, 0.75838615, 0.00464816, 0.00259064, 0.01392533
14, 0.75944687, 0.00426393, 0.00246500, 0.01388885
15, 0.75370523, 0.00724897, 0.00674371, 0.01015421
16, 0.75454262, 0.00444836, 0.00255533, 0.01354364
17, 0.74869436, 0.00566332, 0.00423056, 0.01298136
18, 0.75372182, 0.00405846, 0.00272716, 0.01191770
19, 0.75401760, 0.00349897, 0.00178145, 0.01499249
20, 0.75262357, 0.00153112, 0.00149535, 0.00589658
21, 0.74734889, 0.00401776, 0.00213302, 0.01252400
22, 0.73823889, 0.00477435, 0.00319401, 0.01300796
23, 0.72686625, 0.00492062, 0.02030492, 0.00249624
24, 0.71604811, 0.00076366, 0.00136484, 0.00138222
25, 0.71529958, 0.00043677, 0.00074127, 0.00083945
26, 0.73504628, 0.00047251, 0.00080382, 0.00075449
27, 0.72803376, 0.00046034, 0.00126221, 0.00072978
28, 0.71992283, 0.00034161, 0.00053616, 0.00059180
29, 0.72697675, 0.00060929, 0.00182211, 0.00071585
30, 10.83785032, 0.22381699, 0.33013560, 0.25638651
31, 12.72624140, 0.23035513, 0.37435360, 0.39107041
32, 17.30876398, 0.21668008, 0.32436609, 0.46040702
33, 17.33749441, 0.27029112, 0.39613053, 0.68658832
34, 28.81425108, 0.70991611, 1.18675791, 1.55990304
35, 28.06535556, 0.27792734, 0.53554032, 0.65241745
