qubit, time(s), standardDev, maxDelta, minDelta
0, 0.22409137, 0.00036596, 0.00096647, 0.00044736
1, 0.24143004, 0.00029145, 0.00039887, 0.00038123
2, 0.24102305, 0.00028967, 0.00042988, 0.00059294
3, 0.24077920, 0.00056617, 0.00062081, 0.00090817
4, 0.23794658, 0.00023679, 0.00029747, 0.00036962
5, 0.23838043, 0.00020576, 0.00044942, 0.00024629
6, 0.23953654, 0.00018242, 0.00019335, 0.00053455
7, 0.24621503, 0.00025954, 0.00039084, 0.00044911
8, 0.24002373, 0.00024552, 0.00048220, 0.00054276
9, 0.23478750, 0.00015945, 0.00025364, 0.00037936
10, 0.23405198, 0.00018366, 0.00024220, 0.00035909
11, 0.23350512, 0.00016945, 0.00022687, 0.00034105
12, 0.23407034, 0.00025574, 0.00027176, 0.00060729
13, 0.23288805, 0.00012874, 0.00019495, 0.00031097
14, 0.23286430, 0.00015940, 0.00021371, 0.00024334
15, 0.23288339, 0.00029846, 0.00041777, 0.00049227
16, 0.23296691, 0.00018332, 0.00026511, 0.00024105
17, 0.23328403, 0.00017667, 0.00030490, 0.00030283
18, 0.23318744, 0.00018962, 0.00026751, 0.00030851
19, 0.23339970, 0.00020868, 0.00033634, 0.00041778
20, 0.23327450, 0.00015134, 0.00014349, 0.00034264
21, 0.23335781, 0.00018248, 0.00019321, 0.00038280
22, 0.23338157, 0.00019746, 0.00027460, 0.00042254
23, 0.23340877, 0.00018946, 0.00038902, 0.00031384
24, 0.23341540, 0.00024407, 0.00067850, 0.00031832
25, 0.23309315, 0.00050715, 0.00058686, 0.00066007
26, 0.23341420, 0.00054345, 0.00056074, 0.00108030
27, 0.22406855, 0.00016753, 0.00029550, 0.00036469
28, 1.06820071, 0.00636282, 0.01923835, 0.00752676
