qubit, time(s), standardDev, maxDelta, minDelta
0, 0.43883557, 0.00055523, 0.00063543, 0.00137038
1, 0.47457980, 0.00047291, 0.00062634, 0.00130175
2, 0.47180963, 0.00086955, 0.00138235, 0.00088167
3, 0.47203270, 0.00097540, 0.00149330, 0.00099388
4, 0.47328500, 0.00121245, 0.00190493, 0.00117401
5, 0.46799872, 0.00102854, 0.00116708, 0.00196073
6, 0.46941173, 0.00134950, 0.00169218, 0.00152576
7, 0.48270001, 0.00122674, 0.00253496, 0.00119915
8, 0.47613540, 0.00020839, 0.00043545, 0.00035133
9, 0.45896735, 0.00103014, 0.00146279, 0.00096145
10, 0.45740385, 0.00100884, 0.00115519, 0.00127382
11, 0.45752640, 0.00107449, 0.00105863, 0.00148745
12, 0.45875795, 0.00147124, 0.00156896, 0.00213010
13, 0.45592005, 0.00107691, 0.00113504, 0.00140197
14, 0.45645162, 0.00102987, 0.00092343, 0.00174161
15, 0.45629790, 0.00077085, 0.00055311, 0.00191691
16, 0.45753061, 0.00041717, 0.00033845, 0.00132166
17, 0.45669035, 0.00103683, 0.00110050, 0.00171331
18, 0.45739896, 0.00047013, 0.00087397, 0.00104482
19, 0.45759051, 0.00047581, 0.00053437, 0.00126450
20, 0.45738901, 0.00088144, 0.00075709, 0.00208892
21, 0.45765501, 0.00048031, 0.00046295, 0.00123101
22, 0.45750881, 0.00060652, 0.00055932, 0.00176979
23, 0.45740455, 0.00083792, 0.00081044, 0.00205344
24, 0.45751873, 0.00064891, 0.00081118, 0.00098363
25, 0.45655931, 0.00116699, 0.00176274, 0.00116338
26, 0.45697255, 0.00123752, 0.00148349, 0.00141759
27, 0.46005456, 0.00093055, 0.00096638, 0.00168650
28, 0.43854551, 0.00100444, 0.00110335, 0.00180035
