qubit, time(s), standardDev, maxDelta, minDelta
0, 1.21135546, 0.00241156, 0.00975155, 0.00088860
1, 1.31665411, 0.00520603, 0.02173672, 0.00169411
2, 1.31463461, 0.00513017, 0.02134223, 0.00175266
3, 1.31493206, 0.00543868, 0.02294593, 0.00171585
4, 1.31649129, 0.00547563, 0.02317173, 0.00173252
5, 1.29952081, 0.00733979, 0.03118006, 0.00267967
6, 1.30255446, 0.00578399, 0.02471747, 0.00220833
7, 1.33328880, 0.00690985, 0.03010927, 0.00181283
8, 1.31965244, 0.01014307, 0.03444660, 0.00367534
9, 1.27955539, 0.00664778, 0.02750151, 0.00216157
10, 1.27491726, 0.00748678, 0.03263174, 0.00188936
11, 1.27378190, 0.00536423, 0.01932204, 0.00188196
12, 1.27505583, 0.00719313, 0.03125221, 0.00197977
13, 1.27229826, 0.00752352, 0.03279073, 0.00185912
14, 1.27119781, 0.00510103, 0.01605128, 0.00188590
15, 1.27071521, 0.00742640, 0.03230479, 0.00199029
16, 1.27122432, 0.00785587, 0.03423971, 0.00196940
17, 1.27236872, 0.00543923, 0.01784225, 0.00198488
18, 1.27293735, 0.00761318, 0.03316374, 0.00197225
19, 1.27182117, 0.00681221, 0.02958593, 0.00188723
20, 1.27092537, 0.00532813, 0.01949970, 0.00187024
21, 1.27152222, 0.00745473, 0.03248483, 0.00196809
22, 1.27150260, 0.00703753, 0.03056134, 0.00194250
23, 1.27169900, 0.00538451, 0.02018113, 0.00194292
24, 1.27146838, 0.00764498, 0.03331759, 0.00195239
25, 1.27175074, 0.00719421, 0.03076620, 0.00219874
26, 1.27257880, 0.00557306, 0.02121226, 0.00303682
27, 1.27735915, 0.00798133, 0.03375778, 0.00336113
28, 1.21448990, 0.00682109, 0.02904896, 0.00235292
