qubit, time(s), standardDev, maxDelta, minDelta
0, 0.49660316, 0.08466580, 0.16564283, 0.04805031
1, 0.48403240, 0.00021884, 0.00047659, 0.00035645
2, 0.47665080, 0.00048878, 0.00096432, 0.00116285
3, 0.47683222, 0.00039786, 0.00073879, 0.00103004
4, 0.47818730, 0.00046146, 0.00050976, 0.00125430
5, 0.47795867, 0.00048572, 0.00158430, 0.00047063
6, 0.47547520, 0.00036491, 0.00045167, 0.00105203
7, 0.49423355, 0.00055163, 0.00161558, 0.00091857
8, 0.48683695, 0.00017270, 0.00029393, 0.00030998
9, 0.46966442, 0.00015127, 0.00024573, 0.00025257
10, 0.46300012, 0.00045939, 0.00090498, 0.00119096
11, 0.46277983, 0.00034167, 0.00076001, 0.00068982
12, 0.46379787, 0.00064681, 0.00163716, 0.00052196
13, 0.46029569, 0.00037405, 0.00084018, 0.00039173
14, 0.46252320, 0.00037899, 0.00060298, 0.00082014
15, 0.46117959, 0.00058103, 0.00079646, 0.00075469
16, 0.46361096, 0.00055814, 0.00080507, 0.00145991
17, 0.46235150, 0.00052222, 0.00072056, 0.00105256
18, 0.46356697, 0.00082059, 0.00167208, 0.00093002
19, 0.46397514, 0.00086462, 0.00131993, 0.00114627
20, 0.46389477, 0.00095502, 0.00107129, 0.00175683
21, 0.46335794, 0.00065894, 0.00205921, 0.00086690
22, 0.46172533, 0.00069770, 0.00127759, 0.00098333
23, 0.46082295, 0.00086375, 0.00289689, 0.00102295
24, 0.46071472, 0.00056228, 0.00189123, 0.00097575
25, 0.46113459, 0.00194468, 0.00776824, 0.00207559
26, 0.46176840, 0.00256522, 0.01098965, 0.00127436
27, 0.46492525, 0.00447464, 0.01949981, 0.00120922
28, 0.46535850, 0.00346146, 0.01506948, 0.00104141
29, 0.45232506, 0.01654966, 0.07209282, 0.00430818
