qubit, time(s), standardDev, maxDelta, minDelta
0, 0.46056125, 0.00125020, 0.00164273, 0.00201032
1, 0.48898264, 0.00051381, 0.00060538, 0.00156780
2, 0.48733761, 0.00111045, 0.00089452, 0.00233462
3, 0.48574481, 0.00097824, 0.00260010, 0.00085602
4, 0.48766785, 0.00112888, 0.00234098, 0.00106483
5, 0.48300688, 0.00105409, 0.00151403, 0.00168102
6, 0.48644269, 0.00054397, 0.00077713, 0.00118768
7, 0.50510789, 0.00017021, 0.00043701, 0.00022198
8, 0.49651568, 0.00047678, 0.00081022, 0.00120275
9, 0.47567033, 0.00071741, 0.00132061, 0.00133036
10, 0.47417356, 0.00094571, 0.00088929, 0.00243355
11, 0.47243236, 0.00086542, 0.00089670, 0.00196241
12, 0.47491436, 0.00205671, 0.00313373, 0.00255542
13, 0.47022434, 0.00068364, 0.00069073, 0.00136038
14, 0.47444658, 0.00078640, 0.00220246, 0.00104170
15, 0.47220634, 0.00113059, 0.00257851, 0.00148128
16, 0.47608579, 0.00101500, 0.00159322, 0.00195779
17, 0.47435458, 0.00086311, 0.00130336, 0.00212057
18, 0.47230035, 0.00083491, 0.00103468, 0.00186235
19, 0.47313590, 0.00070612, 0.00076132, 0.00187607
20, 0.47342826, 0.00102362, 0.00126790, 0.00229908
21, 0.47418673, 0.00081523, 0.00148528, 0.00201161
22, 0.47390834, 0.00092046, 0.00305876, 0.00148932
23, 0.47284636, 0.00166249, 0.00522056, 0.00289330
24, 0.47303528, 0.00261249, 0.01079971, 0.00260228
25, 0.47779125, 0.00480333, 0.02001172, 0.00291818
26, 0.47174453, 0.00443969, 0.01889445, 0.00325154
27, 0.47291646, 0.00137741, 0.00145354, 0.00259743
28, 0.45492201, 0.00543804, 0.02367396, 0.00164704
29, 2.50585206, 0.00656041, 0.01856797, 0.00829203
