qubit, time(s), standardDev, maxDelta, minDelta
0, 0.64925691, 0.00062527, 0.00184611, 0.00036689
1, 0.70543004, 0.00092566, 0.00307797, 0.00148107
2, 0.70381529, 0.00025338, 0.00106471, 0.00015433
3, 0.70416480, 0.00079638, 0.00249928, 0.00090677
4, 0.70431288, 0.00113928, 0.00335804, 0.00072297
5, 0.69700481, 0.00122240, 0.00252818, 0.00129772
6, 0.69819218, 0.00105375, 0.00223583, 0.00161511
7, 0.71578991, 0.00069403, 0.00216711, 0.00041687
8, 0.70523022, 0.00097695, 0.00385977, 0.00048636
9, 0.68530433, 0.00113385, 0.00185854, 0.00118940
10, 0.68206820, 0.00083710, 0.00237193, 0.00108418
11, 0.68277920, 0.00112932, 0.00228082, 0.00150932
12, 0.68248581, 0.00121577, 0.00460507, 0.00153803
13, 0.68036295, 0.00084169, 0.00270890, 0.00054098
14, 0.68018881, 0.00117663, 0.00326833, 0.00116388
15, 0.68010466, 0.00046973, 0.00190623, 0.00061052
16, 0.67993068, 0.00003687, 0.00008513, 0.00007151
17, 0.68023744, 0.00080095, 0.00210652, 0.00164547
18, 0.68077086, 0.00086252, 0.00227429, 0.00054597
19, 0.68073813, 0.00117252, 0.00225767, 0.00169507
20, 0.68039814, 0.00059049, 0.00243887, 0.00025502
21, 0.68096069, 0.00147640, 0.00387331, 0.00135974
22, 0.68059189, 0.00076146, 0.00174515, 0.00049193
23, 0.68078002, 0.00094991, 0.00246588, 0.00090178
24, 0.68043205, 0.00049622, 0.00167588, 0.00027915
25, 0.68032085, 0.00011917, 0.00025905, 0.00039994
26, 0.68127606, 0.00112507, 0.00293472, 0.00151107
27, 0.68151089, 0.00106344, 0.00331215, 0.00056001
28, 0.64937731, 0.00073145, 0.00267366, 0.00103709
