qubit, time(s), standardDev, maxDelta, minDelta
0, 0.44851053, 0.00050607, 0.00143564, 0.00076044
1, 0.49108592, 0.00038708, 0.00062498, 0.00099102
2, 0.48298992, 0.00050873, 0.00078999, 0.00057591
3, 0.48296784, 0.00051671, 0.00137807, 0.00070070
4, 0.48372440, 0.00034663, 0.00109262, 0.00052528
5, 0.48493841, 0.00029785, 0.00041840, 0.00066140
6, 0.47948959, 0.00029169, 0.00078032, 0.00040152
7, 0.49293965, 0.00045735, 0.00130039, 0.00075454
8, 0.48696383, 0.00037454, 0.00119129, 0.00052675
9, 0.47721198, 0.00027375, 0.00062606, 0.00035598
10, 0.46892681, 0.00193271, 0.00643311, 0.00135293
11, 0.46756005, 0.00037142, 0.00097013, 0.00100112
12, 0.46899095, 0.00032326, 0.00108299, 0.00033774
13, 0.46646830, 0.00040967, 0.00134972, 0.00049230
14, 0.46660000, 0.00066461, 0.00238794, 0.00051314
15, 0.46622807, 0.00028378, 0.00062507, 0.00057799
16, 0.46685599, 0.00022936, 0.00049402, 0.00031613
17, 0.46688284, 0.00025080, 0.00087224, 0.00027074
18, 0.46753932, 0.00040559, 0.00091480, 0.00054933
19, 0.46761999, 0.00029257, 0.00072112, 0.00051794
20, 0.46730269, 0.00027197, 0.00071918, 0.00039662
21, 0.46741782, 0.00020881, 0.00025119, 0.00047385
22, 0.46757560, 0.00047826, 0.00148149, 0.00059061
23, 0.46752397, 0.00038644, 0.00057515, 0.00077597
24, 0.46750965, 0.00026021, 0.00084147, 0.00049653
25, 0.47915291, 0.01824122, 0.03696920, 0.01254486
26, 0.46800288, 0.00074918, 0.00189701, 0.00100192
27, 0.47365681, 0.00880757, 0.02908310, 0.00469581
28, 0.47046534, 0.00080278, 0.00185355, 0.00111023
29, 0.45484190, 0.01790612, 0.07797904, 0.00538187
30, 5.91346592, 0.47677557, 1.91206223, 0.41547602
31, 6.05445939, 0.19908800, 0.32236570, 0.42083436
32, 6.15685325, 0.38271740, 1.46115680, 0.45619802
33, 6.42912166, 0.69816236, 2.97926934, 0.43737762
34, 6.22924383, 0.47290406, 1.95054595, 0.40472491
