qubit, time(s), standardDev, maxDelta, minDelta
0, 0.11276578, 0.00028651, 0.00117232, 0.00025271
1, 0.12133837, 0.00025412, 0.00101757, 0.00024939
2, 0.12166029, 0.00172940, 0.00648755, 0.00077635
3, 0.12105353, 0.00039574, 0.00164549, 0.00024660
4, 0.11959115, 0.00024524, 0.00053080, 0.00027314
5, 0.11983770, 0.00016817, 0.00040132, 0.00016373
6, 0.12016355, 0.00007609, 0.00015153, 0.00010453
7, 0.12379590, 0.00014871, 0.00041708, 0.00015274
8, 0.12069141, 0.00017662, 0.00070442, 0.00016557
9, 0.11830106, 0.00143305, 0.00623689, 0.00047317
10, 0.11763366, 0.00030144, 0.00096527, 0.00036176
11, 0.11734160, 0.00031966, 0.00126139, 0.00021752
12, 0.11778889, 0.00023710, 0.00052609, 0.00029478
13, 0.11726792, 0.00036011, 0.00075810, 0.00051696
14, 0.12726953, 0.02746907, 0.08614347, 0.01051142
15, 0.12769767, 0.02097465, 0.05076245, 0.01078769
16, 0.11737700, 0.00033181, 0.00094800, 0.00031490
17, 0.11732047, 0.00041864, 0.00143774, 0.00036542
18, 0.11779622, 0.00162115, 0.00694081, 0.00072221
19, 0.11731411, 0.00024443, 0.00082873, 0.00024797
20, 0.11730988, 0.00020726, 0.00046914, 0.00026090
21, 0.11742699, 0.00036339, 0.00100100, 0.00035107
22, 0.11742690, 0.00042309, 0.00131819, 0.00041392
23, 0.11748233, 0.00029379, 0.00110564, 0.00032749
24, 0.11761512, 0.00018583, 0.00051485, 0.00029100
25, 0.11768975, 0.00021479, 0.00064502, 0.00019565
26, 0.11797208, 0.00053183, 0.00185400, 0.00062293
27, 0.11433889, 0.00500220, 0.02173709, 0.00157691
28, 1.25671773, 0.06274794, 0.13873906, 0.09839873
29, 1.30604348, 0.05030478, 0.08961573, 0.08031855
30, 1.26974064, 0.09324138, 0.17488641, 0.14441949
31, 1.30372589, 0.15520713, 0.55849822, 0.11652081
32, 1.38444488, 0.56016268, 2.43281610, 0.20334499
33, 1.30704201, 0.08603214, 0.18305193, 0.12278999
34, 1.38648627, 0.05002894, 0.11913970, 0.09554026
