qubit, time(s), standardDev, maxDelta, minDelta
0, 0.02581123, 0.00104481, 0.00453063, 0.00039510
1, 0.02631410, 0.00006954, 0.00021187, 0.00010999
2, 0.02617333, 0.00074848, 0.00324252, 0.00029514
3, 0.02594821, 0.00008939, 0.00019987, 0.00010412
4, 0.02607483, 0.00005397, 0.00012404, 0.00009078
5, 0.02610118, 0.00007812, 0.00014679, 0.00023015
6, 0.02720052, 0.00284693, 0.01194066, 0.00118357
7, 0.02778866, 0.00180055, 0.00784323, 0.00051072
8, 0.02678411, 0.00006157, 0.00018103, 0.00009720
9, 0.02603319, 0.00006748, 0.00019190, 0.00009134
10, 0.02630299, 0.00201953, 0.00879818, 0.00056595
11, 0.02585802, 0.00009570, 0.00017586, 0.00013885
12, 0.02614043, 0.00119968, 0.00521877, 0.00039647
13, 0.02646027, 0.00046388, 0.00197663, 0.00029025
14, 0.02655609, 0.00009856, 0.00021093, 0.00017507
15, 0.02649815, 0.00029835, 0.00094192, 0.00026114
16, 0.02684076, 0.00196635, 0.00856011, 0.00064976
17, 0.02622819, 0.00006798, 0.00019884, 0.00012636
18, 0.02611156, 0.00011671, 0.00024729, 0.00019450
19, 0.02595296, 0.00008769, 0.00015888, 0.00022187
20, 0.02481989, 0.00010080, 0.00022813, 0.00014881
21, 0.03157226, 0.00007457, 0.00013384, 0.00014726
22, 0.03649695, 0.00007956, 0.00013201, 0.00012000
23, 0.03821791, 0.00005955, 0.00014125, 0.00009383
24, 0.04227008, 0.00015129, 0.00025188, 0.00049604
25, 1.37778177, 0.14526920, 0.27843533, 0.31084480
26, 1.33988526, 0.06749531, 0.15117166, 0.12065723
27, 1.54331487, 0.17087939, 0.51184016, 0.30925578
28, 1.40028536, 0.09277811, 0.15589345, 0.13533247
