qubit, time(s), standardDev, maxDelta, minDelta
0, 0.55276992, 0.03223264, 0.10835621, 0.01462796
1, 0.56747093, 0.00678563, 0.02714810, 0.00240602
2, 0.55258760, 0.00018581, 0.00038447, 0.00033364
3, 0.55285362, 0.00023094, 0.00041553, 0.00050071
4, 0.55248108, 0.00021460, 0.00048504, 0.00033226
5, 0.55398012, 0.00010993, 0.00022792, 0.00017811
6, 0.55022470, 0.00014515, 0.00033435, 0.00026981
7, 0.57942748, 0.00018466, 0.00025749, 0.00025058
8, 0.57172705, 0.00350307, 0.01525401, 0.00109602
9, 0.54150801, 0.00022872, 0.00042386, 0.00036411
10, 0.52510937, 0.00019965, 0.00027863, 0.00039133
11, 0.53327782, 0.00027137, 0.00072305, 0.00046165
12, 0.53355066, 0.00019466, 0.00036343, 0.00042168
13, 0.53718947, 0.00048229, 0.00124456, 0.00078653
14, 0.54502128, 0.00057536, 0.00081159, 0.00137328
15, 0.54310638, 0.00055005, 0.00107163, 0.00087959
16, 0.53809735, 0.00076938, 0.00153068, 0.00131651
17, 0.53250419, 0.00030624, 0.00063289, 0.00048624
18, 0.53584303, 0.00039270, 0.00089608, 0.00071920
19, 0.53643154, 0.00038143, 0.00068642, 0.00071357
20, 0.53606968, 0.00031001, 0.00042934, 0.00050383
21, 0.53644460, 0.00029307, 0.00044852, 0.00073761
22, 0.53786604, 0.00040355, 0.00110180, 0.00060909
23, 0.54056304, 0.00048741, 0.00098093, 0.00061624
24, 0.54994688, 0.00032073, 0.00068417, 0.00083599
25, 0.56905330, 0.00046950, 0.00100051, 0.00078548
26, 0.57552315, 0.00043205, 0.00084184, 0.00088526
27, 0.56144043, 0.00043542, 0.00074056, 0.00094243
28, 0.55973485, 0.00410023, 0.01784823, 0.00127985
29, 0.53859210, 0.00034823, 0.00082088, 0.00065517
30, 9.39151324, 0.05258548, 0.15573083, 0.08220423
31, 15.28667127, 0.24019843, 0.44982160, 0.65238010
32, 14.97266128, 0.45451685, 0.46930287, 1.55639317
33, 14.17080983, 0.33654881, 0.60733238, 0.63614687
34, 26.91424565, 0.47307120, 1.04335446, 0.72028666
